Mine Name,CAAQMS_Source_Name,CAAQMS_Match_Type,Environmental_Anomaly,Environmental_Risk_Score,Environmental_Min_Anomaly_Score,Environmental_Anomaly_Count,Environmental_Observations,Environmental_Anomaly_Rate,Environmental_Available,Production_Source_Name,Production_Match_Type,Operational_ZScore,Operational_Absolute_ZScore,Operational_Anomaly,Operational_Anomaly_Category,Operational_Anomaly_Reason,Operational_Change,Data_Sufficient,Operational_Available,Evidence_Count,Evidence_Coverage,Evidence_Status,Safety_Evidence_Available,Safety_Evidence_Status
Aadocm,,,,,,,,,0,Aadocm,Contextual_Fuzzy,-0.0637311334118074,0.0637311334118074,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.1399999999999996,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
ABGC,,,,,,,,,0,ABGC,Contextual_Fuzzy,-0.1504554600545405,0.1504554600545405,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.05,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Adasa (UG to OC),,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Adriyala Saft Project,,,,,,,,,0,Adriyala Saft Project,Contextual_Fuzzy,-0.429900512570015,0.429900512570015,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.24,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
AGKCC,,,,,,,,,0,AGKCC,Contextual_Fuzzy,-0.3142680770463704,0.3142680770463704,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.12,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
AKK OCP,,,,,,,,,0,AKK OCP,Contextual_Fuzzy,-1.1236951257118828,1.1236951257118828,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.96,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
AKWMC,,,,,,,,,0,AKWMC,Contextual_Fuzzy,-0.8827942183709565,0.8827942183709565,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.71,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amadand,,,,,,,,,0,Amadand,Contextual_Fuzzy,0.2928022094527638,0.2928022094527638,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.5099999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amagamated Dhansar-Industry,,,,,,,,,0,Amagamated Dhansar-Industry,Contextual_Fuzzy,-0.0540950971181699,0.0540950971181699,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.15,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amalgamated BOCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Amalgamated Gondegaon Ghatrohana,,,,,,,,,0,Amalgamated Gondegaon Ghatrohana,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amalgamated Inder Kamptee OCM,,,,,,,,,0,Amalgamated Inder Kamptee OCM,Contextual_Fuzzy,0.3602544635082234,0.3602544635082234,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.5800000000000001,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amalgamated Yekona I & II,,,,,,,,,0,Amalgamated Yekona I & II,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amalgameted Sudamdih-Patherdih,,,,,,,,,0,Amalgameted Sudamdih-Patherdih,Contextual_Fuzzy,-0.2179077141099998,0.2179077141099998,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.02,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amelia (North ) Coal Mine,,,,,,,,,0,Amelia (North ) Coal Mine,Contextual_Fuzzy,0.3409823909209492,0.3409823909209492,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.56,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amelia Coal Block,,,,,,,,,0,Amelia Coal Block,Contextual_Fuzzy,0.7071517700791571,0.7071517700791571,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.94,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amera,,,,,,,,,0,Amera,Contextual_Fuzzy,0.0711733746991117,0.0711733746991117,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.28,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amgaon,,,,,,,,,0,Amgaon,Contextual_Fuzzy,0.0519013021118376,0.0519013021118376,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.26,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amlai OC,,,,,,,,,0,Amlai OC,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amlohri,,,,,,,,,0,Amlohri,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
AMP Colliery,,,,,,,,,0,AMP Colliery,Contextual_Fuzzy,2.624722992512932,2.624722992512932,1.0,Unusual,Production increased by 2.93 MT compared with the previous year; the change is statistically unusual (Z-score: 2.62).,2.9300000000000006,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amrapali OCP,,,,,,,,,0,Amrapali OCP,Contextual_Fuzzy,4.214668980963043,4.214668980963043,1.0,Highly Unusual,Production increased by 4.58 MT compared with the previous year; the change is statistically unusual (Z-score: 4.21).,4.579999999999998,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Amritnagar Colliery,,,,,,,,,0,Amritnagar Colliery,Contextual_Fuzzy,-0.2082716778163627,0.2082716778163627,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0099999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Ananta OCP,,,,,,,,,0,Ananta OCP,Contextual_Fuzzy,2.5958148836320185,2.5958148836320185,1.0,Unusual,Production increased by 2.90 MT compared with the previous year; the change is statistically unusual (Z-score: 2.60).,2.8999999999999986,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
ARA Reorganisation,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Ashoka,,,,,,,,,0,Ashoka,Contextual_Fuzzy,-1.0369707990691504,1.0369707990691504,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.870000000000001,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Badjna Colliery,,,,,,,,,0,Badjna Colliery,Contextual_Fuzzy,-0.1793635689354516,0.1793635689354516,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.02,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bagdeva,,,,,,,,,0,Bagdeva,Contextual_Fuzzy,-0.246815822990911,0.246815822990911,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.05,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bahula Colliery,,,,,,,,,0,Bahula Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Ballarpur 3 & 4 Pits,,,,,,,,,0,Ballarpur 3 & 4 Pits,Contextual_Fuzzy,-0.2371797866972738,0.2371797866972738,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0399999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Ballarpur OCM,,,,,,,,,0,Ballarpur OCM,Contextual_Fuzzy,0.312074282040038,0.312074282040038,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.53,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Balram OCP,,,,,,,,,0,Balram OCP,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Balrampur,,,,,,,,,0,Balrampur,Contextual_Fuzzy,-0.1793635689354517,0.1793635689354517,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0199999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bangwar,,,,,,,,,0,Bangwar,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bankola Colliery,,,,,,,,,0,Bankola Colliery,Contextual_Fuzzy,-0.2275437504036369,0.2275437504036369,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.03,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bansra Colliery,,,,,,,,,0,Bansra Colliery,Contextual_Fuzzy,-0.237179786697274,0.237179786697274,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.04,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Baranj,,,,,,,,,0,Baranj,Contextual_Fuzzy,0.6589715886109718,0.6589715886109718,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.8899999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Barjora (North) Coal Mine,,,,,,,,,0,Barjora (North) Coal Mine,Contextual_Fuzzy,-1.0562428716564232,1.0562428716564232,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.8899999999999997,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Barmuri,,,,,,,,,0,Barmuri,Contextual_Fuzzy,-0.1889996052290887,0.1889996052290887,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Baroud OC,,,,,,,,,0,Baroud OC,Contextual_Fuzzy,0.4758868990318681,0.4758868990318681,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.7000000000000002,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bartarai,,,,,,,,,0,Bartarai,Contextual_Fuzzy,-0.1889996052290887,0.1889996052290887,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Basantimata -Dahibari,,,,,,,,,0,Basantimata -Dahibari,Contextual_Fuzzy,-0.2757239318718221,0.2757239318718221,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0799999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Basdeopur,,,,,,,,,0,Basdeopur,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bastacolla,,,,,,,,,0,Bastacolla,Contextual_Fuzzy,0.0808094109927487,0.0808094109927487,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.29,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Basundhara (West) OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Behraband,,,,,,,,,0,Behraband,Contextual_Fuzzy,-0.1600914963481776,0.1600914963481776,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0399999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bejdih Colliery,,,,,,,,,0,Bejdih Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Belbaid Colliery,,,,,,,,,0,Belbaid Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Belgaon Coal Mine,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Bhadra,,,,,,,,,0,Bhadra,Contextual_Fuzzy,-0.2275437504036369,0.2275437504036369,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.03,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bhanegaon OCM,,,,,,,,,0,Bhanegaon OCM,Contextual_Fuzzy,0.524067080500053,0.524067080500053,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.7499999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bhanora West Block colliery & Bhanora OC patch (H),,,,,,,,,0,Bhanora West Block colliery & Bhanora OC patch (H),Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bharatpur OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Bhatadi OC Mine,,,,,,,,,0,Bhatadi OC Mine,Contextual_Fuzzy,-0.7960698917282231,0.7960698917282231,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.62,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bhatgaon,,,,,,,,,0,Bhatgaon,Contextual_Fuzzy,-0.237179786697274,0.237179786697274,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.04,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bhelatand Colliery,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Bhowra(S),,,,,,,,,0,Bhowra(S),Contextual_Fuzzy,0.138625628754571,0.138625628754571,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.35,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bhubaneswari OCP,,,,,,,,,0,Bhubaneswari OCP,Contextual_Fuzzy,-5.74899254665767,5.74899254665767,1.0,Highly Unusual,Production decreased by 5.76 MT compared with the previous year; the change is statistically unusual (Z-score: -5.75).,-5.760000000000002,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bhurkunda,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Bhurkunda (Sangum),,,,,,,,,0,Bhurkunda (Sangum),Contextual_Fuzzy,-0.4588086214509261,0.4588086214509261,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.2699999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bicharpur,,,,,,,,,0,Bicharpur,Contextual_Fuzzy,0.1771697739291193,0.1771697739291193,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.39,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bijari OC,,,,,,,,,0,Bijari OC,Contextual_Fuzzy,0.6204274434364238,0.6204274434364238,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.8500000000000001,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bijuri,,,,,,,,,0,Bijuri,Contextual_Fuzzy,-0.246815822990911,0.246815822990911,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.05,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bina Extn,,,,,,,,,0,Bina Extn,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Block-B Project,,,,,,,,,0,Block-B Project,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bokaro OC (Bermo),,,,,,,,,0,Bokaro OC (Bermo),Contextual_Fuzzy,-0.1793635689354516,0.1793635689354516,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.02,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Bonjemehari OC (Extn),,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
C L Jambad OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Central Kajora Colliery,,,,,,,,,0,Central Kajora Colliery,Contextual_Fuzzy,-0.2179077141099998,0.2179077141099998,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0199999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Central Saunda,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Chainpur(Sarubera) Colly.,,,,,,,,,0,Chainpur(Sarubera) Colly.,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Chanda Rayatwari Colliery,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Chapapur-II & Chappapur 10 Quarry (OC),,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Chapuikhas Colliery,,,,,,,,,0,Chapuikhas Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Chasnalla Colliery,,,,,,,,,0,Chasnalla Colliery,Contextual_Fuzzy,-0.1600914963481775,0.1600914963481775,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.04,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Chatti Bariatu Coal Mining Project,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Chhal OC,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Chhatarpur -II,,,,,,,,,0,Chhatarpur -II,Contextual_Fuzzy,-0.2757239318718222,0.2757239318718222,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.08,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Chhatarpur 1,,,,,,,,,0,Chhatarpur 1,Contextual_Fuzzy,0.0326292295245634,0.0326292295245634,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.24,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Chhinda,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Chinakuri Mine III,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Chirimiri,,,,,,,,,0,Chirimiri,Contextual_Fuzzy,0.0519013021118376,0.0519013021118376,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.26,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Chitra East OCP,,,,,,,,,0,Chitra East OCP,Contextual_Fuzzy,0.5047950079127791,0.5047950079127791,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.73,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Chora 10 Pit Colliery,,,,,,,,,0,Chora 10 Pit Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Chora 7&9 Pits Colliery,,,,,,,,,0,Chora 7&9 Pits Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Chora Block Incline UG & Shankarpur OC & Banbahal OC,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Churcha RO,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Dabor Ph-II & III OC,,,,,,,,,0,Dabor Ph-II & III OC,Contextual_Fuzzy,-0.0348230245308958,0.0348230245308958,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.17,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dakra Bukbuka OC,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Dalurband OC,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Damini,,,,,,,,,0,Damini,Contextual_Fuzzy,-0.2082716778163628,0.2082716778163628,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Damoda,,,,,,,,,0,Damoda,Contextual_Fuzzy,-0.1600914963481775,0.1600914963481775,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.04,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dhankasa & Jamunia,,,,,,,,,0,Dhankasa & Jamunia,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dhanpuri,,,,,,,,,0,Dhanpuri,Contextual_Fuzzy,-0.5744410569745708,0.5744410569745708,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.39,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dhelwadih Colliery,,,,,,,,,0,Dhelwadih Colliery,Contextual_Fuzzy,-0.1889996052290887,0.1889996052290887,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dhemomain Incl Colliery,,,,,,,,,0,Dhemomain Incl Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dhemomain Pit Colliery,,,,,,,,,0,Dhemomain Pit Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dhoptala OC (Sasti Colliery),,,,,,,,,0,Dhoptala OC (Sasti Colliery),Contextual_Fuzzy,0.7456959152537054,0.7456959152537054,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.98,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dhori Khas(UG),,,,,,,,,0,Dhori Khas(UG),Contextual_Fuzzy,-0.1889996052290887,0.1889996052290887,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dipka,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,Verified_Manual,1.0,26.735707203797688,0.0506201054416196,24.0,24.0,100.0,1,Dipka,Contextual_Fuzzy,1.025140967769183,1.025140967769183,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.2700000000000031,True,1,2,100.0,Environmental + Operational,0,Mine-level safety evidence unavailable
Dubeswari Colliery,,,,,,,,,0,Dubeswari Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dudhichua Project,,,,,,,,,0,Dudhichua Project,Contextual_Fuzzy,1.6996635083237726,1.6996635083237726,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.9699999999999989,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Dulanga Coal Mining Project,,,,,,,,,0,Dulanga Coal Mining Project,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Durgapur Open Cast,,,,,,,,,0,Durgapur Open Cast,Contextual_Fuzzy,0.5433391530873273,0.5433391530873273,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.77,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Durgapur Rayatwari Colly,,,,,,,,,0,Durgapur Rayatwari Colly,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
DVC Tubed Mines,,,,,,,,,0,DVC Tubed Mines,Contextual_Fuzzy,1.237133766229195,1.237133766229195,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.49,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
E.Basuria,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Ena,,,,,,,,,0,Ena,Contextual_Fuzzy,0.2349859916909417,0.2349859916909417,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.4500000000000002,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
G & G B Coal Mine,,,,,,,,,0,G & G B Coal Mine,Contextual_Fuzzy,1.5358508913319435,1.5358508913319435,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.8,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gare Palma IV 6,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Gare Palma IV-2&3,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Gare Palma IV/1,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Gare Palma IV/2&3,,,,,,,,,0,Gare Palma IV/2&3,Contextual_Fuzzy,-2.0198465010201287,2.0198465010201287,1.0,Unusual,Production decreased by 1.89 MT compared with the previous year; the change is statistically unusual (Z-score: -2.02).,-1.89,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gare Palma IV/7,,,,,,,,,0,Gare Palma IV/7,Contextual_Fuzzy,0.0326292295245634,0.0326292295245634,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.24,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gare Palma Sector III,,,,,,,,,0,Gare Palma Sector III,Contextual_Fuzzy,0.1675337376354821,0.1675337376354821,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.3799999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Garjanbahal OCP,,,,,,,,,0,Garjanbahal OCP,Contextual_Fuzzy,0.6782436611982461,0.6782436611982461,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.91,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gayatri,,,,,,,,,0,Gayatri,Contextual_Fuzzy,0.1771697739291192,0.1771697739291192,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.3899999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gevra,SECL GEVRA,Verified_Manual,1.0,66.79246063439777,-0.0948021834724228,21.0,23.0,91.30434782608695,1,Gevra,Contextual_Fuzzy,6.170784348571366,6.170784348571366,1.0,Highly Unusual,Production increased by 6.61 MT compared with the previous year; the change is statistically unusual (Z-score: 6.17).,6.609999999999999,True,1,2,100.0,Environmental + Operational,0,Mine-level safety evidence unavailable
