Mine ID,Mine Name,Company Name,State,District,Coalfield,Area,Mine Type,Ownership,Production,Despatch
URDHAN,Urdhan,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Opencast,PUBLIC,0.7,0
URIMARI,Urimari,CCL,Jharkhand,HAZARIBAGH,S.K.Coalfields,Barka-Sayal,Underground,PUBLIC,0.0,0
URIMARI,Urimari,CCL,Jharkhand,HAZARIBAGH,S.K.Coalfields,Barka-Sayal,Opencast,PUBLIC,0.791,0
UTKAL_C_COAL_MINE,Utkal C Coal Mine,JSPL,Odisha,Angul,Talchar,Angul,Opencast,PRIVATE,1.027,0
UTKAL_D,Utkal D,NALCO,Odisha,Angul,Talchar,Utkal D,Opencast,PUBLIC,2.0,0
VAKILPALLI,Vakilpalli,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-II,Underground,PUBLIC,0.35,0
VIJAY_WEST,Vijay West,SECL,Chhattisgarh,KORBA,Central India,Chirimiri,Underground,PUBLIC,0.5,0
VINDHYA,Vindhya,SECL,Madhya Pradesh,UMARIA,Central India,Johilla,Underground,PUBLIC,0.465,0
VISHNUPURI_II,Vishnupuri-II,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Underground,PUBLIC,0.085,0
WEST_BOKARO_OC_QUARRY_E_SE,West Bokaro OC (Quarry-E & SE),TSL,Jharkhand,HAZARIBAGH,West Bokaro,West Bokaro,Opencast,PRIVATE,5.081,0
WEST_BOKARO_OC_QUARRY_AB,West Bokaro OC Quarry-AB,TSL,Jharkhand,HAZARIBAGH,West Bokaro,West Bokaro,Opencast,PRIVATE,0.328,0
WEST_JHAGRAKHAND,West Jhagrakhand,SECL,Chhattisgarh,KOREA,Central India,Hasdeo,Underground,PUBLIC,0.082,0
