Source,Source_Mine_Name,Source_Company,Source_State,Master_Mine_Name,Master_Company,Master_State,Master_District,Master_Coalfield,Master_Area,Master_Mine_Type,Master_Ownership,Match_Type,Match_Score,Score_Gap,Review_Required,Mapping_Status
CAAQMS,M/s Dipka Expansion Project South Eastern Coal Fields Limited Dipka Area,SECL,Chhattisgarh,Dipka,SECL,Chhattisgarh,KORBA,Central India,Dipka,Opencast,PUBLIC,Verified_Manual,1.0,1.0,No,Verified
CAAQMS,SECL GEVRA,SECL,Chhattisgarh,Gevra,SECL,Chhattisgarh,KORBA,Central India,Gevra,Opencast,PUBLIC,Verified_Manual,1.0,1.0,No,Verified
CAAQMS,South Eastern Coalfields  Limited - AQMS_H_Q,,,,,,,,,,,Unmatched,0.0,0.0,Yes,Unmatched
Production,5/6 Pit KB,BCCL,Jharkhand,,,,,,,,,Unmatched,0.42,0.0292,Yes,Unmatched
Production,"6 & 7 Pits Colliery,",TSL,Jharkhand,,,,,,,,,Unmatched,0.4253,0.0512,Yes,Unmatched
Production,ABGC,BCCL,Jharkhand,ABGC,BCCL,Jharkhand,DHANBAD,Jharia,Govindpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,AEB Simlabhal,BCCL,Jharkhand,,,,,,,,,Unmatched,0.4782,0.0255,Yes,Unmatched
Production,AGKCC,BCCL,Jharkhand,AGKCC,BCCL,Jharkhand,DHANBAD,Jharia,Katras,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,AKK OCP,CCL,Jharkhand,AKK OCP,CCL,Jharkhand,BOKARO,E. Bokaro,B & K Area,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3547,Yes,Matched_Review
Production,AKWMC,BCCL,Jharkhand,AKWMC,BCCL,Jharkhand,DHANBAD,Jharia,Katras,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,AMP Colliery,BCCL,Jharkhand,AMP Colliery,BCCL,Jharkhand,DHANBAD,Jharia,Barora,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,ARA,CCL,Jharkhand,,,,,,,,,Unmatched,0.615,0.055,Yes,Unmatched
Production,ARA Reorganisation,CCL,Jharkhand,ARA Reorganisation,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.52,Yes,Matched_Review
Production,Aadocm,CCL,Jharkhand,Aadocm,CCL,Jharkhand,BOKARO,E. Bokaro,Dhori Area,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4375,Yes,Matched_Review
Production,Adasa,WCL,Maharashtra,,,,,,,,,Unmatched,0.5911,0.0811,Yes,Unmatched
Production,Adasa (UG to OC),WCL,Maharashtra,Adasa (UG to OC),WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.353,Yes,Matched_Review
Production,Adriyala Project Area,SCCL,Telangana,Adriyala Saft Project,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Adriyala,Underground,PUBLIC,Possible,0.7164,0.2531,Yes,Matched_Review
Production,Adriyala Saft Project,SCCL,Telangana,Adriyala Saft Project,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Adriyala,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5367,Yes,Matched_Review
Production,Amadand,SECL,Madhya Pradesh,Amadand,SECL,Madhya Pradesh,SHAHDOL,Central India,Jamuna & Kotma,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Amagamated Dhansar-Industry,BCCL,Jharkhand,Amagamated Dhansar-Industry,BCCL,Jharkhand,DHANBAD,Jharia,Kusunda,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4789,Yes,Matched_Review
Production,Amalgamated B OCP,BCCL,Jharkhand,Amalgamated BOCP,BCCL,Jharkhand,DHANBAD,Jharia,Block-II,Opencast,PUBLIC,Possible,0.7773,0.2244,Yes,Matched_Review
Production,Amalgamated BOCP,BCCL,Jharkhand,Amalgamated BOCP,BCCL,Jharkhand,DHANBAD,Jharia,Block-II,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4809,Yes,Matched_Review
Production,Amalgamated Gondegaon Ghatrohana,WCL,Maharashtra,Amalgamated Gondegaon Ghatrohana,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.409,Yes,Matched_Review
Production,Amalgamated Inder Kamptee OCM,WCL,Maharashtra,Amalgamated Inder Kamptee OCM,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4192,Yes,Matched_Review
Production,Amalgamated Yekona I & II,WCL,Maharashtra,Amalgamated Yekona I & II,WCL,Maharashtra,CHANDRAPUR,Wardha,Majri,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.409,Yes,Matched_Review
Production,Amalgameted Sudamdih-Patherdih,BCCL,Jharkhand,Amalgameted Sudamdih-Patherdih,BCCL,Jharkhand,DHANBAD,Jharia,E.Jharia,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4809,Yes,Matched_Review
Production,Amanand OC,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.6873,0.014,Yes,Unmatched
Production,Amelia (North ) Coal Mine,JPVL,Madhya Pradesh,Amelia (North ) Coal Mine,JPVL,Madhya Pradesh,SINGRAULI,Singrauli,Singrauli Main Basin,Opencast,PRIVATE,Contextual_Fuzzy,1.0,0.4904,Yes,Matched_Review
Production,Amelia Coal Block,THDC,Madhya Pradesh,Amelia Coal Block,THDC,Madhya Pradesh,SINGRAULI,Singrauli,Pidarwah,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5513,Yes,Matched_Review
Production,Amera,SECL,Chhattisgarh,Amera,SECL,Chhattisgarh,SURGUJA,Central India,Bisrampur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.448,Yes,Matched_Review
Production,Amgaon,SECL,Chhattisgarh,Amgaon,SECL,Chhattisgarh,SURGUJA,Central India,Bisrampur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4,Yes,Matched_Review
Production,Amlabad,BCCL,Jharkhand,,,,,,,,,Unmatched,0.4938,0.0,Yes,Unmatched
Production,Amlai OC,SECL,Madhya Pradesh,Amlai OC,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3733,Yes,Matched_Review
Production,Amlai UG,SECL,Madhya Pradesh,Amlai OC,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Opencast,PUBLIC,Possible,0.7083,0.1724,Yes,Matched_Review
Production,Amlo,CCL,Jharkhand,,,,,,,,,Unmatched,0.51,0.0233,Yes,Unmatched
Production,Amlohri,NCL,Madhya Pradesh,Amlohri,NCL,Madhya Pradesh,SINGRAULI,Singrauli,Amlohri,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Amrapali OCP,CCL,Jharkhand,Amrapali OCP,CCL,Jharkhand,CHATRA,N.K.Coalfields,Amrapali,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3715,Yes,Matched_Review
Production,Amritnagar Colliery,ECL,West Bengal,Amritnagar Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kunustoria,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4789,Yes,Matched_Review
Production,Ananta OCP,MCL,Odisha,Ananta OCP,MCL,Odisha,Angul,Talcher,Jagannath,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3127,Yes,Matched_Review
Production,Ardhagram,OCL,Odisha,,,,,,,,,Unmatched,0.39,0.03,Yes,Unmatched
Production,Argada,CCL,Jharkhand,,,,,,,,,Unmatched,0.54,0.0109,Yes,Unmatched
Production,Ashoka,CCL,Jharkhand,Ashoka,CCL,Jharkhand,CHATRA,N.K.Coalfields,Piparwar,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4709,Yes,Matched_Review
Production,B' - Seam,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.4938,0.0258,Yes,Unmatched
Production,B.S.I. UG,CCL,Jharkhand,,,,,,,,,Unmatched,0.55,0.0172,Yes,Unmatched
Production,Bachra,CCL,Jharkhand,,,,,,,,,Unmatched,0.5291,0.0191,Yes,Unmatched
Production,Badjna Colliery,ECL,Jharkhand,Badjna Colliery,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Bagadeva,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.692,0.1335,Yes,Unmatched
Production,Bagdeva,SECL,Chhattisgarh,Bagdeva,SECL,Chhattisgarh,KORBA,Central India,Korba,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Bagdigi,BCCL,Jharkhand,,,,,,,,,Unmatched,0.48,0.0,Yes,Unmatched
Production,Bahula Colliery,ECL,West Bengal,Bahula Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4415,Yes,Matched_Review
Production,Baiga,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.58,0.0509,Yes,Unmatched
Production,Balanda Colliery,MCL,Odisha,,,,,,,,,Unmatched,0.54,0.0424,Yes,Unmatched
Production,Balgi,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.51,0.0,Yes,Unmatched
Production,Ballarpur 3 & 4 Pits,WCL,Maharashtra,Ballarpur 3 & 4 Pits,WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.373,Yes,Matched_Review
Production,Ballarpur OCM,WCL,Maharashtra,Ballarpur OCM,WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.373,Yes,Matched_Review
Production,Balram OCP,MCL,Odisha,Balram OCP,MCL,Odisha,Angul,Talcher,Hingula,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3145,Yes,Matched_Review
Production,Balrampur,SECL,Chhattisgarh,Balrampur,SECL,Chhattisgarh,SURGUJA,Central India,Bisrampur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Bangwar,SECL,Madhya Pradesh,Bangwar,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4667,Yes,Matched_Review
Production,Banki,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.51,0.0162,Yes,Unmatched
Production,Bankola Colliery,ECL,West Bengal,Bankola Colliery,ECL,West Bengal,Bardhaman,Raniganj,Bankola,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4415,Yes,Matched_Review
Production,Bansdeopur,BCCL,Jharkhand,,,,,,,,,Unmatched,0.6979,0.1768,Yes,Unmatched
Production,Bansra Colliery,ECL,West Bengal,Bansra Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kunustoria,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.4415,Yes,Matched_Review
Production,Baranj,KPCL,Maharashtra,Baranj,KPCL,Maharashtra,CHANDRAPUR,Warda Valley,Maijari,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.6216,Yes,Matched_Review
Production,Bararee,BCCL,Jharkhand,,,,,,,,,Unmatched,0.5965,0.0725,Yes,Unmatched
Production,Barjora (North) Coal Mine,WBPDCL,West Bengal,Barjora (North) Coal Mine,WBPDCL,West Bengal,BANKURA,Barjora North,Barjora North,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3445,Yes,Matched_Review
Production,Barjora Coal Mine,WBPDCL,West Bengal,Barjora (North) Coal Mine,WBPDCL,West Bengal,BANKURA,Barjora North,Barjora North,Opencast,PUBLIC,Possible,0.8227,0.2236,Yes,Matched_Review
Production,Barkui,WCL,Madhya Pradesh,,,,,,,,,Unmatched,0.48,0.0032,Yes,Unmatched
Production,Barmuri,ECL,Jharkhand,Barmuri,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Baroud,SECL,Chhattisgarh,Baroud OC,SECL,Chhattisgarh,RAIGARH,Central India,Raigarh,Opencast,PUBLIC,Possible,0.776,0.252,Yes,Matched_Review
Production,Baroud OC,SECL,Chhattisgarh,Baroud OC,SECL,Chhattisgarh,RAIGARH,Central India,Raigarh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3267,Yes,Matched_Review
Production,Bartarai,SECL,Madhya Pradesh,Bartarai,SECL,Madhya Pradesh,SHAHDOL,Central India,Jamuna & Kotma,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.46,Yes,Matched_Review
Production,Bartunga Hill,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.5,0.0091,Yes,Unmatched
Production,Basantimata -Dahibari,BCCL,Jharkhand,Basantimata -Dahibari,BCCL,Jharkhand,DHANBAD,Mugma,Chanch/Victoria,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5034,Yes,Matched_Review
Production,Basdeopur,BCCL,Jharkhand,Basdeopur,BCCL,Jharkhand,DHANBAD,Jharia,Sijua,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4667,Yes,Matched_Review
Production,Bastacolla,BCCL,Jharkhand,Bastacolla,BCCL,Jharkhand,DHANBAD,Jharia,Bastacolla,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5232,Yes,Matched_Review
Production,Basundhara (West),MCL,Odisha,Basundhara (West) OCP,MCL,Odisha,SUNDARGARH,IB Valley,Mahalaxmi,Opencast,PUBLIC,Possible,0.8573,0.3663,Yes,Matched_Review
Production,Basundhara (West) OCP,MCL,Odisha,Basundhara (West) OCP,MCL,Odisha,SUNDARGARH,IB Valley,Mahalaxmi,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3675,Yes,Matched_Review
Production,Basuriya,BCCL,Jharkhand,,,,,,,,,Unmatched,0.6459,0.0988,Yes,Unmatched
Production,Behraband,SECL,Madhya Pradesh,Behraband,SECL,Madhya Pradesh,SHAHDOL,Central India,Hasdeo,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.476,Yes,Matched_Review
Production,Bejdih Colliery,ECL,West Bengal,Bejdih Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5062,Yes,Matched_Review
Production,Belampalli OC-II,SCCL,Telangana,,,,,,,,,Unmatched,0.622,0.0064,Yes,Unmatched
Production,Belbaid Colliery,ECL,West Bengal,Belbaid Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kunustoria,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.476,Yes,Matched_Review
Production,Belgaon Coal Mine,SIL,Maharashtra,Belgaon Coal Mine,SISCO,Maharashtra,CHANDRAPUR,Wardha Valley,Warora,Underground,PRIVATE,Possible,0.86,0.3812,Yes,Matched_Review
Production,Belgaon UG Coal Mine,SIL,Maharashtra,Belgaon Coal Mine,SISCO,Maharashtra,CHANDRAPUR,Wardha Valley,Warora,Underground,PRIVATE,Possible,0.72,0.284,Yes,Matched_Review
Production,Bellora Naigaon Deep,WCL,Maharashtra,,,,,,,,,Unmatched,0.594,0.0072,Yes,Unmatched
Production,Belpahar OCP,MCL,Odisha,,,,,,,,,Unmatched,0.6621,0.0015,Yes,Unmatched
Production,Bera,BCCL,Jharkhand,,,,,,,,,Unmatched,0.552,0.012,Yes,Unmatched
Production,Bhadra,SECL,Madhya Pradesh,Bhadra,SECL,Madhya Pradesh,SHAHDOL,Central India,Jamuna & Kotma,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.46,Yes,Matched_Review
Production,Bhagabandh,BCCL,Jharkhand,,,,,,,,,Unmatched,0.4575,0.0175,Yes,Unmatched
Production,Bhajipani,WCL,Madhya Pradesh,,,,,,,,,Unmatched,0.51,0.0084,Yes,Unmatched
Production,Bhanegaon,WCL,Maharashtra,Bhanegaon OCM,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Opencast,PUBLIC,Possible,0.7836,0.2626,Yes,Matched_Review
Production,Bhanegaon OCM,WCL,Maharashtra,Bhanegaon OCM,WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2917,Yes,Matched_Review
Production,Bhanora West Block colliery & Bhanora OC patch (H),ECL,West Bengal,Bhanora West Block colliery & Bhanora OC patch (H),ECL,West Bengal,Bardhaman,Raniganj,Sripur,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.414,Yes,Matched_Review
Production,Bharatpur,MCL,Odisha,Bharatpur OCP,MCL,Odisha,Angul,Talcher,Bharatpur,Opencast,PUBLIC,Possible,0.7836,0.2626,Yes,Matched_Review
Production,Bharatpur OCP,MCL,Odisha,Bharatpur OCP,MCL,Odisha,Angul,Talcher,Bharatpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3145,Yes,Matched_Review
Production,Bhatadi OC Mine,WCL,Maharashtra,Bhatadi OC Mine,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.32,Yes,Matched_Review
Production,Bhatgaon,SECL,Chhattisgarh,Bhatgaon,SECL,Chhattisgarh,SURGUJA,Central India,Bhatgaon,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4,Yes,Matched_Review
Production,"Bhelatand 'A' Colliery,",TSL,Jharkhand,Bhelatand Colliery,TSL,Jharkhand,DHANBAD,Jharia,Bhelatand,Underground,PRIVATE,Possible,0.818,0.398,Yes,Matched_Review
Production,"Bhelatand Colliery,",TSLJH,Jharkhand,Bhelatand Colliery,TSL,Jharkhand,DHANBAD,Jharia,Bhelatand,Underground,PRIVATE,Possible,0.89,0.5173,Yes,Matched_Review
Production,Bhowra(N),BCCL,Jharkhand,Bhowra(S),BCCL,Jharkhand,DHANBAD,Jharia,E.Jharia,Opencast,PUBLIC,Possible,0.8,0.3518,Yes,Matched_Review
Production,Bhowra(S),BCCL,Jharkhand,Bhowra(S),BCCL,Jharkhand,DHANBAD,Jharia,E.Jharia,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.532,Yes,Matched_Review
Production,Bhubaneswari OCP,MCL,Odisha,Bhubaneswari OCP,MCL,Odisha,Angul,Talcher,Bhubaneswari,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2987,Yes,Matched_Review
Production,Bhurkunda,CCL,Jharkhand,Bhurkunda,CCL,Jharkhand,RAMGARH,S.K.Coalfields,Barka-Sayal,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2576,Yes,Matched_Review
Production,Bhurkunda (Sangum),CCL,Jharkhand,Bhurkunda (Sangum),CCL,Jharkhand,RAMGARH,S.K.Coalfields,Barka-Sayal,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2576,Yes,Matched_Review
Production,Bicharpur,UTCL,Madhya Pradesh,Bicharpur,UTCL,Madhya Pradesh,SHAHDOL,Sohagpur,Bicharpur,Underground,PRIVATE,Contextual_Fuzzy,1.0,0.5514,Yes,Matched_Review
Production,Bijari OC,SECL,Chhattisgarh,Bijari OC,SECL,Chhattisgarh,RAIGARH,Central India,Raigarh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3267,Yes,Matched_Review
Production,Bijuri,SECL,Madhya Pradesh,Bijuri,SECL,Madhya Pradesh,SHAHDOL,Central India,Hasdeo,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Bina Extn,NCL,Uttar Pradesh,Bina Extn,NCL,Uttar Pradesh,SONBHADRA,Singrauli,Bina,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.56,Yes,Matched_Review
Production,Birsinghpur,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.4976,0.011,Yes,Unmatched
Production,"Bisrampur,",SECL,Chhattisgarh,,,,,,,,,Unmatched,0.6267,0.129,Yes,Unmatched
Production,Block-B OCP,NCL,Madhya Pradesh,Block-B Project,NCL,Madhya Pradesh,SINGRAULI,Singrauli,Block-B,Opencast,PUBLIC,Possible,0.8133,0.3285,Yes,Matched_Review
Production,Block-B Project,NCL,Madhya Pradesh,Block-B Project,NCL,Madhya Pradesh,SINGRAULI,Singrauli,Block-B,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5513,Yes,Matched_Review
Production,Bokaro OC (Bermo),CCL,Jharkhand,Bokaro OC (Bermo),CCL,Jharkhand,BOKARO,E. Bokaro,B & K Area,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.399,Yes,Matched_Review
Production,Bonjemehari OC (Extn),ECL,West Bengal,Bonjemehari OC (Extn),ECL,West Bengal,Bardhaman,Mugma/Salanpur,Salanpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3784,Yes,Matched_Review
Production,Bonjemihari (Extn),ECL,West Bengal,Bonjemehari OC (Extn),ECL,West Bengal,Bardhaman,Mugma/Salanpur,Salanpur,Opencast,PUBLIC,Possible,0.73,0.1376,Yes,Matched_Review
Production,Buragarh,BCCL,Jharkhand,,,,,,,,,Unmatched,0.4976,0.0176,Yes,Unmatched
Production,C L Jambad Colliery,ECL,West Bengal,C L Jambad OCP,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Opencast,PUBLIC,Possible,0.86,0.2247,Yes,Matched_Review
Production,Central Kajora Colliery,ECL,West Bengal,Central Kajora Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kajora,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3379,Yes,Matched_Review
Production,Central Saunda,CCL,Jharkhand,Central Saunda,CCL,Jharkhand,RAMGARH,S.K.Coalfields,Barka-Sayal,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4051,Yes,Matched_Review
Production,Chachai,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.4976,0.0038,Yes,Unmatched
Production,Chainpur(Sarubera) Colly.,CCL,Jharkhand,Chainpur(Sarubera) Colly.,CCL,Jharkhand,RAMGARH,W.Bokaro,Kuju,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3899,Yes,Matched_Review
Production,Chanda Rayatwari Colly.,WCL,Maharashtra,Chanda Rayatwari Colliery,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Underground,PUBLIC,Possible,0.8404,0.0899,Yes,Matched_Review
Production,Chapapur-II,ECL,Jharkhand,,,,,,,,,Unmatched,0.5987,0.0467,Yes,Unmatched
Production,Chapapur-II & Chappapur 10 Quarry (OC),ECL,Jharkhand,Chapapur-II & Chappapur 10 Quarry (OC),ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.58,Yes,Matched_Review
Production,Chapuikhas Colliery,ECL,West Bengal,Chapuikhas Colliery,ECL,West Bengal,Bardhaman,Raniganj,Satgram,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Charanpur OCP,ECL,West Bengal,,,,,,,,,Unmatched,0.6125,0.0253,Yes,Unmatched
Production,Chasnalla Colliery,IISCO,Jharkhand,Chasnalla Colliery,IISCO,Jharkhand,DHANBAD,Jharia,Chasnala,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5964,Yes,Matched_Review
Production,Chatti Bariatu Coal Mining Project,NTPC_CB,Chhattisgarh,Chatti Bariatu Coal Mining Project,NTPC,Jharkhand,HAZARIBAGH,North Karanpura,Keredari,Opencast,PUBLIC,Possible,0.8444,0.4178,Yes,Matched_Review
Production,Chendipada OCP,MCL,Odisha,,,,,,,,,Unmatched,0.6383,0.0098,Yes,Unmatched
Production,Chhal,SECL,Chhattisgarh,Chhal OC,SECL,Chhattisgarh,RAIGARH,Central India,Raigarh,Opencast,PUBLIC,Possible,0.7631,0.2391,Yes,Matched_Review
Production,Chhal Incline,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.6733,0.1824,Yes,Unmatched
Production,Chhal OC,SECL,Chhattisgarh,Chhal OC,SECL,Chhattisgarh,RAIGARH,Central India,Raigarh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.409,Yes,Matched_Review
Production,Chhatarpur -II,WCL,Madhya Pradesh,Chhatarpur -II,WCL,Madhya Pradesh,BETUL,Pathakhera,Pathakhera,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2371,Yes,Matched_Review
Production,Chhatarpur 1,WCL,Madhya Pradesh,Chhatarpur 1,WCL,Madhya Pradesh,BETUL,Pathakhera,Pathakhera,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2371,Yes,Matched_Review
Production,Chhinda,WCL,Madhya Pradesh,Chhinda,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5232,Yes,Matched_Review
Production,Chinakuri - III Colliery,ECL,West Bengal,Chinakuri Mine III,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,Possible,0.8389,0.3026,Yes,Matched_Review
Production,Chinakuri Mine III,ECL,West Bengal,Chinakuri Mine III,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4836,Yes,Matched_Review
Production,Chirimiri,SECL,Chhattisgarh,Chirimiri,SECL,Chhattisgarh,KOREA,Central India,Chirimiri,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Chirimiri Anjan Hill,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.654,0.1802,Yes,Unmatched
Production,Chirimiri Bartunga Hill,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.6296,0.1721,Yes,Unmatched
Production,Chitra East OCP,ECL,Jharkhand,Chitra East OCP,ECL,Jharkhand,DEOGHAR,Saherjuri Coalfield,S. P. Mines,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3903,Yes,Matched_Review
Production,Chora 10 Pit Colliery,ECL,West Bengal,Chora 10 Pit Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3303,Yes,Matched_Review
Production,Chora 7&9 Pits Colliery,ECL,West Bengal,Chora 7&9 Pits Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.3303,Yes,Matched_Review
Production,Chora Block Incline UG & Shankarpur OC & Banbahal OC,ECL,West Bengal,Chora Block Incline UG & Shankarpur OC & Banbahal OC,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Mixed,PUBLIC,Contextual_Fuzzy,1.0,0.4317,Yes,Matched_Review
Production,Chora Block Incline UG & Shankarpur OC (D) & Banbahal(H),ECL,West Bengal,Chora Block Incline UG & Shankarpur OC & Banbahal OC,ECL,West Bengal,Bardhaman,Raniganj,Kenda,Mixed,PUBLIC,Contextual_Fuzzy,0.9161,0.3215,Yes,Matched_Review
Production,Chotia Coal Mine,BALCO,Chhattisgarh,,,,,,,,,Unmatched,0.4785,0.0386,Yes,Unmatched
Production,Churcha,SECL,Chhattisgarh,Churcha RO,SECL,Chhattisgarh,KOREA,Central India,Baikunthpur,Underground,PUBLIC,Possible,0.7859,0.2619,Yes,Matched_Review
