Producing Mine,State,Company,Production_2021_22,Production_2022_23,Production_2023_24,Change_2021_22_to_2022_23,Change_2022_23_to_2023_24,Percentage_Change_21_22_to_22_23,Percentage_Change_22_23_to_23_24,Production_Mean,Production_Std,Observation_Count,Zero_Production_Count,Latest_Production_Change,Latest_Percentage_Change,Production_ZScore,Absolute_Production_ZScore,Production_Anomaly,Production_Change_Direction,Production_Anomaly_Category,Production_Anomaly_Reason,Data_Sufficient
Kumardihi-A Colliery,West Bengal,ECL,0.08,0.09,0.09,0.0099999999999999,0.0,12.499999999999991,0.0,0.0866666666666666,0.0057735026918962,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Kharkharee,Jharkhand,BCCL,0.0,0.01,0.01,0.01,0.0,,0.0,0.0066666666666666,0.0057735026918962,3,1,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Jampali,Chhattisgarh,SECL,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Jamuna 9 & 10,Madhya Pradesh,SECL,0.17,0.13,0.13,-0.04,0.0,-23.529411764705884,0.0,0.1433333333333333,0.023094010767585,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Kumardhubi Colliery,Jharkhand,ECL,0.03,0.02,0.02,-0.0099999999999999,0.0,-33.33333333333333,0.0,0.0233333333333333,0.0057735026918962,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Koya Gundem OC II,Telangana,SCCL,3.44,3.0,3.0,-0.4399999999999999,0.0,-12.790697674418604,0.0,3.1466666666666665,0.2540341184434353,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Kolgaon OC,Maharashtra,WCL,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.6,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Kedla (OC),Jharkhand,CCL,,0.0,0.0,,0.0,,,0.0,0.0,2,2,0.0,,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Khadia Project,Uttar Pradesh,NCL,,15.0,15.0,,0.0,,0.0,15.0,0.0,2,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Chora 7&9 Pits Colliery,West Bengal,ECL,0.07,0.06,0.06,-0.01,0.0,-14.285714285714295,0.0,0.0633333333333333,0.0057735026918962,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Hindustan Lalpeth OC,Maharashtra,WCL,0.46,1.0,1.0,0.54,0.0,117.3913043478261,0.0,0.82,0.3117691453623978,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
"Kolarpimpri,",Maharashtra,WCL,0.51,1.5,1.5,0.99,0.0,194.11764705882356,0.0,1.17,0.5715767664977295,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Khairaha,Madhya Pradesh,SECL,0.82,0.88,0.88,0.06,0.0,7.317073170731714,0.0,0.86,0.0346410161513775,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Chotia Coal Mine,Chhattisgarh,BALCO,0.0,1.0,1.0,1.0,0.0,,0.0,0.6666666666666666,0.5773502691896258,3,1,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Dhankasa & Jamunia,Madhya Pradesh,WCL,,0.0,0.0,,0.0,,,0.0,0.0,2,2,0.0,,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Jogidih,Jharkhand,BCCL,0.02,0.01,0.01,-0.01,0.0,-50.0,0.0,0.0133333333333333,0.0057735026918962,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Hindustan Lalpeth Colliery No.1,Maharashtra,WCL,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3,3,0.0,,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Durgapur Rayatwari Colly,Maharashtra,WCL,0.11,0.1,0.1,-0.0099999999999999,0.0,-9.090909090909086,0.0,0.1033333333333333,0.0057735026918962,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
"Digwadih Colliery,",Jharkhand,TSLJH,,0.0,0.0,,0.0,,,0.0,0.0,2,2,0.0,,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Dubeswari Colliery,West Bengal,ECL,0.07,0.05,0.05,-0.02,0.0,-28.571428571428577,0.0,0.0566666666666666,0.0115470053837925,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Dhemomain Pit Colliery,West Bengal,ECL,0.02,0.03,0.03,0.0099999999999999,0.0,49.99999999999999,0.0,0.0266666666666666,0.0057735026918962,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Vakilpalli,Telangana,SCCL,0.21,0.35,0.35,0.1399999999999999,0.0,66.66666666666666,0.0,0.3033333333333333,0.0808290376865476,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Urdhan,Madhya Pradesh,WCL,0.5,0.7,0.7,0.1999999999999999,0.0,39.99999999999999,0.0,0.6333333333333333,0.1154700538379251,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Dhemomain Incl Colliery,West Bengal,ECL,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Vijay West,Chhattisgarh,SECL,0.49,0.5,0.5,0.01,0.0,2.040816326530614,0.0,0.4966666666666666,0.0057735026918962,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Dulanga Coal Mining Project,Odisha,NTPC_DG,,7.0,7.0,,0.0,,0.0,7.0,0.0,2,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Krishnshila OCP,Uttar Pradesh,NCL,7.0,7.5,7.5,0.5,0.0,7.142857142857142,0.0,7.333333333333333,0.2886751345948128,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Amalgamated Gondegaon Ghatrohana,Maharashtra,WCL,,3.5,3.5,,0.0,,0.0,3.5,0.0,2,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Singori OC,Maharashtra,WCL,1.2,1.2,1.2,0.0,0.0,0.0,0.0,1.2,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Amalgamated Yekona I & II,Maharashtra,WCL,2.42,2.75,2.75,0.33,0.0,13.63636363636364,0.0,2.64,0.1905255888325765,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
"Sijua Colliery,",Jharkhand,TSLJH,,0.25,0.25,,0.0,,0.0,0.25,0.0,2,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Bangwar,Madhya Pradesh,SECL,0.65,0.65,0.65,0.0,0.0,0.0,0.0,0.65,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Balram OCP,Odisha,MCL,6.53,7.74,7.74,1.21,0.0,18.529862174578867,0.0,7.336666666666666,0.6985938257194472,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Amlohri,Madhya Pradesh,NCL,14.0,15.0,15.0,1.0,0.0,7.142857142857142,0.0,14.666666666666666,0.5773502691896257,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Bahula Colliery,West Bengal,ECL,0.11,0.05,0.05,-0.06,0.0,-54.54545454545454,0.0,0.07,0.0346410161513775,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
"6 & 7 Pits Colliery,",Jharkhand,TSLJH,,0.0,0.0,,0.0,,,0.0,0.0,2,2,0.0,,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Topa Marginal Scheme,Jharkhand,CCL,0.44,0.82,0.82,0.3799999999999999,0.0,86.36363636363636,0.0,0.6933333333333334,0.2193931022920577,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Amlai OC,Madhya Pradesh,SECL,1.32,2.03,2.03,0.7099999999999997,0.0,53.78787878787876,0.0,1.793333333333333,0.4099186911246341,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Gare Palma IV/5 Coal Mine,Chhattisgarh,HIL_GP_IV/5,,0.0,0.0,,0.0,,,0.0,0.0,2,2,0.0,,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Tikak Colliery,Assam,NEC,,0.2,0.2,,0.0,,0.0,0.2,0.0,2,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
"Ravindra Khani-7,Incline",Telangana,SCCL,0.32,0.34,0.34,0.02,0.0,6.250000000000005,0.0,0.3333333333333333,0.0115470053837925,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Satgram Incline,West Bengal,ECL,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Religara,Jharkhand,CCL,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Raniatari,Chhattisgarh,SECL,0.41,0.48,0.48,0.07,0.0,17.073170731707318,0.0,0.4566666666666666,0.0404145188432738,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Rajhara,Jharkhand,CCL,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3,3,0.0,,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Rajendra,Madhya Pradesh,SECL,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Pundi,Jharkhand,CCL,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3,3,0.0,,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Shampur B,Jharkhand,ECL,0.04,0.05,0.05,0.01,0.0,25.000000000000007,0.0,0.0466666666666666,0.0057735026918962,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Paoni II OCM,Maharashtra,WCL,3.25,3.25,3.25,0.0,0.0,0.0,0.0,3.25,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Pandaveswar UG,West Bengal,ECL,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.08,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
North Urimari/Birsa-OC,Jharkhand,CCL,3.6,4.2,4.2,0.6000000000000001,0.0,16.666666666666668,0.0,4.0,0.3464101615137755,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
New Moghla Coal Mine,J & K,JKML,,0.01,0.01,,0.0,,0.0,0.01,0.0,2,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Pure Searsole Colliery,West Bengal,ECL,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Block-B Project,Madhya Pradesh,NCL,,5.47,5.47,,0.0,,0.0,5.47,0.0,2,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Parasea Colliery,West Bengal,ECL,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Metica Coal Mine,J & K,JKML,0.01,0.0,0.0,-0.01,0.0,-100.0,,0.0033333333333333,0.0057735026918962,3,2,0.0,,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Manuguru Opencast,Telangana,SCCL,,2.1,2.1,,0.0,,0.0,2.1,0.0,2,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Methani Colliery,West Bengal,ECL,0.06,0.05,0.05,-0.0099999999999999,0.0,-16.66666666666666,0.0,0.0533333333333333,0.0057735026918962,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Mahakali Colliery,Maharashtra,WCL,0.03,0.0,0.0,-0.03,0.0,-100.0,,0.01,0.0173205080756887,3,2,0.0,,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Makardhokra-I OC Expansion Mine,Maharashtra,WCL,,4.2,4.2,,0.0,,0.0,4.2,0.0,2,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Maheshpur,Jharkhand,BCCL,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.0,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Manikpur,Chhattisgarh,SECL,4.9,5.25,5.25,0.3499999999999996,0.0,7.142857142857135,0.0,5.133333333333334,0.2020725942163688,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Lower Kenda Colliery,West Bengal,ECL,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,8.498374721940739e-18,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Meera,Madhya Pradesh,SECL,0.07,0.08,0.08,0.0099999999999999,0.0,14.285714285714276,0.0,0.0766666666666666,0.0057735026918962,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Bina Extn,Uttar Pradesh,NCL,9.0,10.5,10.5,1.5,0.0,16.666666666666664,0.0,10.0,0.8660254037844386,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Naigaon OCM,Maharashtra,WCL,,1.25,1.25,,0.0,,0.0,1.25,0.0,2,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Bhanora West Block colliery & Bhanora OC patch (H),West Bengal,ECL,0.06,0.03,0.03,-0.03,0.0,-50.0,0.0,0.04,0.0173205080756887,3,0,0.0,0.0,-0.19863564152272575,0.19863564152272575,0,No Change,Normal,Latest production change is within the normal range of observed production changes.,True
Kabribad OC,Jharkhand,CCL,0.0,0.0,0.41,0.0,0.41,,,0.1366666666666666,0.2367136103677465,3,2,0.41,,0.19644184651639338,0.19644184651639338,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Rajur UG,Maharashtra,WCL,,0.05,0.06,,0.0099999999999999,,19.99999999999999,0.055,0.0070710678118654,2,0,0.0099999999999999,19.99999999999999,-0.18899960522908882,0.18899960522908882,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Lakhimata,Jharkhand,ECL,0.04,0.05,0.06,0.01,0.0099999999999999,25.000000000000007,19.99999999999999,0.0499999999999999,0.0099999999999999,3,0,0.0099999999999999,19.99999999999999,-0.18899960522908882,0.18899960522908882,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Rajpura,Jharkhand,ECL,0.15,0.07,0.08,-0.0799999999999999,0.0099999999999999,-53.333333333333336,14.285714285714276,0.0999999999999999,0.0435889894354067,3,0,0.0099999999999999,14.285714285714276,-0.18899960522908882,0.18899960522908882,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Hirakhand Bundia Mine,Odisha,MCL,0.21,0.19,0.2,-0.0199999999999999,0.01,-9.523809523809518,5.263157894736847,0.2,0.0099999999999999,3,0,0.01,5.263157894736847,-0.1889996052290887,0.1889996052290887,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Bartarai,Madhya Pradesh,SECL,0.17,0.16,0.17,-0.01,0.01,-5.8823529411764754,6.250000000000005,0.1666666666666666,0.0057735026918962,3,0,0.01,6.250000000000005,-0.1889996052290887,0.1889996052290887,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Patmohana Colliery,West Bengal,ECL,0.03,0.04,0.05,0.01,0.01,33.33333333333334,25.000000000000007,0.04,0.01,3,0,0.01,25.000000000000007,-0.1889996052290887,0.1889996052290887,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Saoner Mine - III,Maharashtra,WCL,0.12,0.13,0.14,0.01,0.01,8.333333333333341,7.692307692307699,0.13,0.01,3,0,0.01,7.692307692307699,-0.1889996052290887,0.1889996052290887,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Hariajam,Jharkhand,ECL,0.03,0.04,0.05,0.01,0.01,33.33333333333334,25.000000000000007,0.04,0.01,3,0,0.01,25.000000000000007,-0.1889996052290887,0.1889996052290887,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Dhori Khas(UG),Jharkhand,CCL,0.13,0.13,0.14,0.0,0.01,0.0,7.692307692307699,0.1333333333333333,0.0057735026918962,3,0,0.01,7.692307692307699,-0.1889996052290887,0.1889996052290887,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kurasia UG,Chhattisgarh,SECL,,0.19,0.2,,0.01,,5.263157894736847,0.195,0.0070710678118654,2,0,0.01,5.263157894736847,-0.1889996052290887,0.1889996052290887,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Dhelwadih Colliery,Chhattisgarh,SECL,0.13,0.12,0.13,-0.01,0.01,-7.692307692307699,8.333333333333341,0.1266666666666666,0.0057735026918962,3,0,0.01,8.333333333333341,-0.1889996052290887,0.1889996052290887,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Barmuri,Jharkhand,ECL,0.41,0.5,0.51,0.09,0.01,21.95121951219513,2.0000000000000018,0.4733333333333333,0.055075705472861,3,0,0.01,2.0000000000000018,-0.1889996052290887,0.1889996052290887,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Ramagundam OC-I Extn. Ph-II,Telangana,SCCL,3.3,3.3,3.7,0.0,0.4000000000000003,0.0,12.121212121212132,3.4333333333333336,0.2309401076758505,3,0,0.4000000000000003,12.121212121212132,0.18680581022275664,0.18680581022275664,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kanchan OC,Madhya Pradesh,SECL,0.75,0.51,0.91,-0.24,0.4,-32.0,78.43137254901961,0.7233333333333333,0.2013289182738866,3,0,0.4,78.43137254901961,0.18680581022275636,0.18680581022275636,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kistaram OC,Telangana,SCCL,2.0,2.0,2.4,0.0,0.3999999999999999,0.0,20.0,2.1333333333333333,0.2309401076758502,3,0,0.3999999999999999,20.0,0.18680581022275625,0.18680581022275625,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
C L Jambad Colliery,West Bengal,ECL,0.04,0.01,0.03,-0.03,0.0199999999999999,-75.0,199.99999999999997,0.0266666666666666,0.0152752523165194,3,0,0.0199999999999999,199.99999999999997,-0.17936356893545174,0.17936356893545174,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Jitpur Colliery,Jharkhand,IISCOJ,,0.01,0.03,,0.0199999999999999,,199.99999999999997,0.02,0.0141421356237309,2,0,0.0199999999999999,199.99999999999997,-0.17936356893545174,0.17936356893545174,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Balrampur,Chhattisgarh,SECL,0.04,0.1,0.12,0.06,0.0199999999999999,150.0,19.99999999999999,0.0866666666666666,0.0416333199893226,3,0,0.0199999999999999,19.99999999999999,-0.17936356893545174,0.17936356893545174,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Badjna Colliery,Jharkhand,ECL,0.05,0.09,0.11,0.0399999999999999,0.02,79.99999999999999,22.222222222222225,0.0833333333333333,0.0305505046330389,3,0,0.02,22.222222222222225,-0.17936356893545166,0.17936356893545166,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Silewara Colliery,Maharashtra,WCL,0.08,0.05,0.07,-0.03,0.02,-37.5,40.00000000000001,0.0666666666666666,0.0152752523165194,3,0,0.02,40.00000000000001,-0.17936356893545166,0.17936356893545166,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Bokaro OC (Bermo),Jharkhand,CCL,0.15,0.31,0.33,0.16,0.02,106.66666666666669,6.451612903225811,0.2633333333333333,0.0986576572463249,3,0,0.02,6.451612903225811,-0.17936356893545166,0.17936356893545166,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kalidaspur Project,West Bengal,ECL,0.07,0.06,0.08,-0.01,0.02,-14.285714285714295,33.33333333333334,0.07,0.01,3,0,0.02,33.33333333333334,-0.17936356893545166,0.17936356893545166,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Bicharpur,Madhya Pradesh,UTCL,0.02,0.36,0.75,0.3399999999999999,0.39,1699.9999999999995,108.33333333333334,0.3766666666666666,0.3652852766446156,3,0,0.39,108.33333333333334,0.1771697739291193,0.1771697739291193,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Gayatri,Chhattisgarh,SECL,0.13,0.19,0.58,0.06,0.3899999999999999,46.15384615384615,205.2631578947368,0.3,0.2443358344574123,3,0,0.3899999999999999,205.2631578947368,0.1771697739291192,0.1771697739291192,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Ketki,Chhattisgarh,SECL,0.0,0.0,0.03,0.0,0.03,,,0.01,0.0173205080756887,3,2,0.03,,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Sikni Open Cast Mine,Jharkhand,JSMDCL,0.05,0.31,0.34,0.26,0.03,520.0,9.677419354838715,0.2333333333333333,0.1594783161854091,3,0,0.03,9.677419354838715,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Khoodia,Jharkhand,ECL,0.0,0.0,0.03,0.0,0.03,,,0.01,0.0173205080756887,3,2,0.03,,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Tasra Colliery,Jharkhand,SAIL,0.34,0.3,0.33,-0.04,0.03,-11.764705882352953,10.000000000000009,0.3233333333333333,0.0208166599946613,3,0,0.03,10.000000000000009,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Urimari,Jharkhand,CCL,0.75,0.76,0.79,0.01,0.03,1.3333333333333344,3.947368421052635,0.7666666666666666,0.0208166599946613,3,0,0.03,3.947368421052635,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kasipet 2 Incline,Telangana,SCCL,0.07,0.07,0.1,0.0,0.03,0.0,42.85714285714285,0.08,0.0173205080756887,3,0,0.03,42.85714285714285,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kalyan Khani-5 Incline,Telangana,SCCL,,0.17,0.2,,0.03,,17.64705882352941,0.185,0.0212132034355964,2,0,0.03,17.64705882352941,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Saoner Mine-I,Maharashtra,WCL,0.21,0.16,0.19,-0.0499999999999999,0.03,-23.809523809523807,18.75,0.1866666666666666,0.0251661147842358,3,0,0.03,18.75,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Saoner Mine - II,Maharashtra,WCL,0.13,0.15,0.18,0.0199999999999999,0.03,15.384615384615378,20.0,0.1533333333333333,0.0251661147842358,3,0,0.03,20.0,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Pandavpara Colliery,Chhattisgarh,SECL,0.23,0.22,0.25,-0.01,0.03,-4.347826086956525,13.636363636363637,0.2333333333333333,0.0152752523165194,3,0,0.03,13.636363636363637,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
N.C.P.H. Colliery (NEW),Chhattisgarh,SECL,0.3,0.24,0.27,-0.06,0.03,-20.0,12.50000000000001,0.27,0.03,3,0,0.03,12.50000000000001,-0.16972753264181462,0.16972753264181462,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Gare Palma Sector III,Chhattisgarh,CSPGCL,3.27,3.62,4.0,0.3500000000000001,0.3799999999999999,10.703363914373092,10.49723756906077,3.63,0.3651027252705737,3,0,0.3799999999999999,10.49723756906077,0.16753373763548213,0.16753373763548213,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Behraband,Madhya Pradesh,SECL,0.42,0.56,0.6,0.14,0.0399999999999999,33.33333333333336,7.142857142857128,0.5266666666666667,0.0945163125250521,3,0,0.0399999999999999,7.142857142857128,-0.16009149634817765,0.16009149634817765,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Tetulmari,Jharkhand,BCCL,0.24,0.28,0.32,0.04,0.0399999999999999,16.666666666666682,14.285714285714276,0.28,0.04,3,0,0.0399999999999999,14.285714285714276,-0.16009149634817765,0.16009149634817765,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
